Fuente;Módulo documento;Regla ID;Regla;Condición documento;Severidad documento;Severidad original;Impacto;Acción sugerida documento;Automatizable;Prioridad;¿Está considerado en MVP?;Módulo actual / recomendado;Observación de cobertura;Cómo mostrar en front;Módulo documento normalizado;Severidad normalizada;Estado revalidado;Módulo asignado revalidado;finding_code;Método de detección requerido;Requiere HTML parser;Requiere Playwright/Puppeteer;Requiere PageSpeed/Lighthouse;Requiere OCR/Vision;Sprint / versión objetivo;Mini especificación para considerado;Acción técnica requerida;Tabla BigQuery sugerida;Columnas nuevas sugeridas;Trazabilidad de componente requerida;Cómo mostrar en front actualizado;Nota de revalidación
reglas_calidad_web_claro(Contenido).csv;Contenido;CONT_003;Campañas vencidas;expired_campaign_terms = 0;Alta;Alta;Negocio / Marca;Actualizar campaña;Sí;Alta;No considerado;M7 Contenido;Requiere reglas de contenido, diccionarios legales/comerciales y revisión semántica.;Mostrar tablero de contenido cuando se implemente.;Contenido;Alta;No considerado;M5 Content / UI Compliance;CONTENT_CAMPANAS_VENCIDAS;HTML parser + reglas de contenido + Playwright cuando aplique;Sí;No;No;No;Sprint 5 - Content / UI Compliance;;Crear/ampliar M5 Content/UI Compliance con reglas por tipo de página y trazabilidad del contenido afectado.;content_validation_results / content_validation_findings;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Sí;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(Contenido).csv;Contenido;CONT_004;Menciones de competidores prohibidas;competitor_mentions_unauthorized = 0;Media;Media;Marca;Corregir contenido;Sí;Media;No considerado;M7 Contenido;Requiere reglas de contenido, diccionarios legales/comerciales y revisión semántica.;Mostrar tablero de contenido cuando se implemente.;Contenido;Media;No considerado;M5 Content / UI Compliance;CONTENT_MENCIONES_DE_COMPETIDORES_PROHIBIDAS;HTML parser + reglas de contenido + Playwright cuando aplique;Sí;No;No;No;Sprint 5 - Content / UI Compliance;;Crear/ampliar M5 Content/UI Compliance con reglas por tipo de página y trazabilidad del contenido afectado.;content_validation_results / content_validation_findings;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Sí;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(Contenido).csv;Contenido;CONT_005;Stock/condiciones obligatorias;mandatory_stock_or_conditions = TRUE;Alta;Alta;Negocio / Legal;Agregar condiciones;Sí;Alta;Parcial;M7 Contenido / M3 SEO;Existe señal parcial de términos/condiciones, pero no un validador semántico/legal completo.;Mostrar checklist legal/comercial cuando exista diccionario de términos obligatorios.;Contenido;Alta;Parcial;M5 Content / UI Compliance;CONTENT_STOCK_CONDICIONES_OBLIGATORIAS;HTML parser + reglas de contenido + Playwright cuando aplique;Sí;No;No;No;Sprint 5 - Content / UI Compliance;Falta definir reglas por page_type para stock/condiciones obligatorias y registrar expected_value vs actual_value con trazabilidad del elemento.;Crear/ampliar M5 Content/UI Compliance con reglas por tipo de página y trazabilidad del contenido afectado.;content_validation_results / content_validation_findings;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Sí;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;"Cobertura parcial; ver mini especificación para completar implementación."
reglas_calidad_web_claro(Contenido).csv;Contenido;CONT_007;Contenido placeholder;placeholder_terms_found = 0;Alta;Alta;UX / Marca;Corregir contenido;Sí;Alta;No considerado;M7 Contenido;Requiere reglas de contenido, diccionarios legales/comerciales y revisión semántica.;Mostrar tablero de contenido cuando se implemente.;Contenido;Alta;No considerado;M5 Content / UI Compliance;CONTENT_CONTENIDO_PLACEHOLDER;HTML parser + reglas de contenido + Playwright cuando aplique;Sí;No;No;No;Sprint 5 - Content / UI Compliance;;Crear/ampliar M5 Content/UI Compliance con reglas por tipo de página y trazabilidad del contenido afectado.;content_validation_results / content_validation_findings;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value;Sí;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(Tagging).csv;Tagging;TAG_001;GTM presente;gtm=TRUE;Alta;Alta;Medición;Implementar GTM;Sí;Alta;Considerado;M4 Tagging;Se valida presencia de GTM/GA4 por URL.;"Mostrar check verde si existe; alerta Alta si falta.";Tagging;Alta;Considerado;M8 Tagging Validator;TAG_GTM_PRESENTE;HTML parser + DOM inspection + Playwright para eventos;Sí;No;No;No;Sprint 1 - MVP actual;;"Mantener en módulo actual; asegurar finding_code, severidad normalizada y visualización en front.";tagging_validation_results / tagging_validation_findings;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value, device_profile, event_name_detected, ga4_required_params_present, pixel_error_count, gtm_container_id, ga4_measurement_id;Sí;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(Tagging).csv;Tagging;TAG_002;GA4 presente;ga4=TRUE;Alta;Alta;Analytics;Implementar GA4;Sí;Alta;Considerado;M4 Tagging;Se valida presencia de GTM/GA4 por URL.;"Mostrar check verde si existe; alerta Alta si falta.";Tagging;Alta;Considerado;M8 Tagging Validator;TAG_GA4_PRESENTE;HTML parser + DOM inspection + Playwright para eventos;Sí;No;No;No;Sprint 1 - MVP actual;;"Mantener en módulo actual; asegurar finding_code, severidad normalizada y visualización en front.";tagging_validation_results / tagging_validation_findings;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value, device_profile, event_name_detected, ga4_required_params_present, pixel_error_count, gtm_container_id, ga4_measurement_id;Sí;Mostrar en panel de hallazgos agrupado por finding_code y en drawer por URL con trazabilidad del elemento.;
reglas_calidad_web_claro(Links) (1).csv;Links;LINK_001;Links internos rotos;broken_internal=0;Alta;Alta;SEO / UX;Corregir links;Sí;Alta;No considerado;M5 Links;"Requiere crawler de enlaces internos/externos, imágenes, PDFs y anchors; no está implementado en MVP.";Mostrar panel de enlaces rotos por tipo y severidad.;Links;Alta;No considerado;M3 Link Validator;LINK_LINKS_INTERNOS_ROTOS;HTML parser + HTTP HEAD/GET validation;Sí;No;No;No;Sprint 3 - Link Validator;;Crear M3 Link Validator y validar href/src/anchors con status, redirecciones y trazabilidad del elemento.;link_validation_results / link_validation_findings;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value, link_url, link_type, link_status_code, link_final_url, is_broken, redirect_count;Sí;Tabla Links: URL origen, link roto, status, tipo de link, texto visible y botón Ver detalle.;
reglas_calidad_web_claro(Links) (1).csv;Links;LINK_002;Enlaces externos rotos críticos;broken_external_critical = 0;Media;Media;UX;Actualizar o remover enlace;Sí;Media;No considerado;M5 Links;"Requiere crawler de enlaces internos/externos, imágenes, PDFs y anchors; no está implementado en MVP.";Mostrar panel de enlaces rotos por tipo y severidad.;Links;Media;No considerado;M3 Link Validator;LINK_ENLACES_EXTERNOS_ROTOS_CRITICOS;HTML parser + HTTP HEAD/GET validation;Sí;No;No;No;Sprint 3 - Link Validator;;Crear M3 Link Validator y validar href/src/anchors con status, redirecciones y trazabilidad del elemento.;link_validation_results / link_validation_findings;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value, link_url, link_type, link_status_code, link_final_url, is_broken, redirect_count;Sí;Tabla Links: URL origen, link roto, status, tipo de link, texto visible y botón Ver detalle.;
reglas_calidad_web_claro(Links) (1).csv;Links;LINK_003;Imágenes rotas;broken_images = 0;Media;Media;UX / Marca;Corregir ruta o asset;Sí;Media;No considerado;M5 Links;"Requiere crawler de enlaces internos/externos, imágenes, PDFs y anchors; no está implementado en MVP.";Mostrar panel de enlaces rotos por tipo y severidad.;Links;Media;No considerado;M3 Link Validator;LINK_IMAGENES_ROTAS;HTML parser + HTTP HEAD/GET validation;Sí;No;No;No;Sprint 3 - Link Validator;;Crear M3 Link Validator y validar href/src/anchors con status, redirecciones y trazabilidad del elemento.;link_validation_results / link_validation_findings;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value, link_url, link_type, link_status_code, link_final_url, is_broken, redirect_count;Sí;Tabla Links: URL origen, link roto, status, tipo de link, texto visible y botón Ver detalle.;
reglas_calidad_web_claro(Links) (1).csv;Links;LINK_004;PDFs o descargables rotos;broken_downloads = 0;Media;Media;UX;Corregir recurso;Sí;Media;No considerado;M5 Links;"Requiere crawler de enlaces internos/externos, imágenes, PDFs y anchors; no está implementado en MVP.";Mostrar panel de enlaces rotos por tipo y severidad.;Links;Media;No considerado;M3 Link Validator;LINK_PDFS_O_DESCARGABLES_ROTOS;HTML parser + HTTP HEAD/GET validation;Sí;No;No;No;Sprint 3 - Link Validator;;Crear M3 Link Validator y validar href/src/anchors con status, redirecciones y trazabilidad del elemento.;link_validation_results / link_validation_findings;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value, link_url, link_type, link_status_code, link_final_url, is_broken, redirect_count;Sí;Tabla Links: URL origen, link roto, status, tipo de link, texto visible y botón Ver detalle.;
reglas_calidad_web_claro(Links) (1).csv;Links;LINK_005;Anchors internos inválidos;broken_anchors = 0;Baja;Baja;UX;Corregir id/hash;Sí;Baja;No considerado;M5 Links;"Requiere crawler de enlaces internos/externos, imágenes, PDFs y anchors; no está implementado en MVP.";Mostrar panel de enlaces rotos por tipo y severidad.;Links;Baja;No considerado;M3 Link Validator;LINK_ANCHORS_INTERNOS_INVALIDOS;HTML parser + HTTP HEAD/GET validation;Sí;No;No;No;Sprint 3 - Link Validator;;Crear M3 Link Validator y validar href/src/anchors con status, redirecciones y trazabilidad del elemento.;link_validation_results / link_validation_findings;finding_code, rule_id, element_tag, element_id, element_class, element_text, css_selector, xpath, dom_section, expected_value, actual_value, link_url, link_type, link_status_code, link_final_url, is_broken, redirect_count;Sí;Tabla Links: URL origen, link roto, status, tipo de link, texto visible y botón Ver detalle.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_001;Performance bajo;score < 50;Media;Media;SEO / UX;Evaluar optimización;Sí;Media;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Media;No considerado;M6 Performance Validator;PERF_PERFORMANCE_BAJO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_002;Performance crítico;score < 40;Alta;Alta;SEO / UX;Priorizar optimización;Sí;Alta;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Alta;No considerado;M6 Performance Validator;PERF_PERFORMANCE_CRITICO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_003;Caída de performance;score_actual < score_anterior - 10;Alta;Alta;SEO / UX;Revisar cambios recientes;Sí;Alta;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Alta;No considerado;M6 Performance Validator;PERF_CAIDA_DE_PERFORMANCE;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_004;Mejora de performance;score_actual > score_anterior + 10;Baja;Baja;SEO;Validar mejora;Sí;Baja;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Baja;No considerado;M6 Performance Validator;PERF_MEJORA_DE_PERFORMANCE;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_005;LCP crítico;LCP > 4s;Alta;Crítica;SEO / UX;Optimizar carga;Sí;Alta;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Alta;No considerado;M6 Performance Validator;PERF_LCP_CRITICO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_006;LCP alto;2.5s < LCP ≤ 4s;Media;Media;SEO;Mejorar carga;Sí;Media;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Media;No considerado;M6 Performance Validator;PERF_LCP_ALTO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_007;CLS crítico;CLS > 0.25;Alta;Crítica;UX;Estabilizar layout;Sí;Alta;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Alta;No considerado;M6 Performance Validator;PERF_CLS_CRITICO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_008;CLS alto;0.1 < CLS ≤ 0.25;Media;Media;UX;Revisar layout;Sí;Media;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Media;No considerado;M6 Performance Validator;PERF_CLS_ALTO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
reglas_calidad_web_claro(Performance).csv;Performance;PERF_009;INP alto;INP > 200ms;Media;Media;UX;Optimizar interacción;Sí;Media;No considerado;M6 Performance;"Requiere Lighthouse/PageSpeed/Core Web Vitals o histórico de runs; no está en el MVP actual.";Mostrar score y barras CWV cuando se implemente.;Performance;Media;No considerado;M6 Performance Validator;PERF_INP_ALTO;PageSpeed Insights API / Lighthouse;No;No;Sí;No;Sprint 4 - Performance Validator;;Implementar M6 Performance con PageSpeed/Lighthouse y persistir métricas por mobile/desktop.;performance_validation_results / performance_validation_findings;strategy, performance_score, fcp_ms, lcp_ms, inp_ms, cls, ttfb_ms, speed_index_ms, total_blocking_time_ms, page_weight_kb, image_weight_kb, js_weight_kb, css_weight_kb;Parcial / cuando aplique;Panel Performance: score, métrica afectada, estrategia mobile/desktop, semáforo y tendencia.;
